SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;25/02/2021;263;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;26/02/2021;362;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;27/02/2021;353;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;01/03/2021;192;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;02/03/2021;230;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;03/03/2021;196;3
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;04/03/2021;224;1
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;05/03/2021;239;8
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;06/03/2021;239;68
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;07/03/2021;5;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;08/03/2021;112;70
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;09/03/2021;256;1058
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;10/03/2021;320;1719
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;11/03/2021;512;1589
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;12/03/2021;446;2010
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;13/03/2021;182;899
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;14/03/2021;5;142
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;15/03/2021;2502;1470
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;16/03/2021;2065;1707
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;17/03/2021;1492;1186
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;18/03/2021;1352;1074
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;19/03/2021;991;1088
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;20/03/2021;171;149
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;21/03/2021;16;36
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;22/03/2021;465;570
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;23/03/2021;345;367
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;24/03/2021;239;241
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;25/03/2021;211;163
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;26/03/2021;166;129
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;27/03/2021;18;12
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;28/03/2021;6;1
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;29/03/2021;147;163
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;30/03/2021;122;232
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;31/03/2021;87;225
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;01/04/2021;105;253
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;02/04/2021;;2
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;03/04/2021;1;1
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;04/04/2021;;2
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;05/04/2021;74;382
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;06/04/2021;68;331
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;07/04/2021;56;301
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;08/04/2021;78;404
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;;;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;03/02/2021;8;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;04/02/2021;2;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;05/02/2021;4;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;06/02/2021;160;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;08/02/2021;138;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;09/02/2021;753;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;10/02/2021;1349;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;11/02/2021;1832;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;12/02/2021;1812;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;13/02/2021;370;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;14/02/2021;26;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;15/02/2021;1378;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;16/02/2021;1581;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;17/02/2021;1489;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;18/02/2021;1256;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;19/02/2021;1016;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;20/02/2021;18;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;22/02/2021;367;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;23/02/2021;339;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;24/02/2021;460;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;25/02/2021;344;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;26/02/2021;515;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;27/02/2021;29;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;01/03/2021;261;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;02/03/2021;293;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;03/03/2021;538;5
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;04/03/2021;293;4
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;05/03/2021;534;7
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;06/03/2021;108;132
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;07/03/2021;1;2
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;08/03/2021;96;162
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;09/03/2021;238;644
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;10/03/2021;195;1203
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;11/03/2021;656;1678
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;12/03/2021;452;1686
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;13/03/2021;71;294
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;14/03/2021;15;25
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;15/03/2021;3252;1408
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;16/03/2021;4846;1572
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;17/03/2021;6352;1430
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;18/03/2021;7521;1284
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;19/03/2021;6632;1015
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;20/03/2021;827;34
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;21/03/2021;143;3
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;22/03/2021;39246;455
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;23/03/2021;48565;385
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;24/03/2021;19752;388
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;25/03/2021;17598;302
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;26/03/2021;17446;421
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;27/03/2021;1992;19
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;28/03/2021;188;
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;29/03/2021;11228;208
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;30/03/2021;12229;439
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;31/03/2021;14095;541
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;01/04/2021;9878;403
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;02/04/2021;201;4
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;03/04/2021;618;2
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;04/04/2021;97;1
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;05/04/2021;7754;355
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;06/04/2021;8376;344
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;07/04/2021;8015;288
P. funciones en empresas de servicios básicos;Personas Servicios infraestructura crítica;08/04/2021;8223;488
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;;;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;06/02/2021;147;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;08/02/2021;41;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;09/02/2021;338;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;10/02/2021;528;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;11/02/2021;894;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;12/02/2021;1116;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;13/02/2021;297;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;14/02/2021;14;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;15/02/2021;1029;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;16/02/2021;963;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;17/02/2021;1046;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;18/02/2021;1029;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;19/02/2021;661;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;20/02/2021;195;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;21/02/2021;5;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;22/02/2021;381;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;23/02/2021;359;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;24/02/2021;316;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;25/02/2021;300;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;26/02/2021;545;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;27/02/2021;25;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;28/02/2021;2;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;01/03/2021;273;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;02/03/2021;249;1
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;03/03/2021;215;1
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;04/03/2021;259;1
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;05/03/2021;439;1
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;06/03/2021;22;123
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;07/03/2021;2;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;08/03/2021;126;53
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;09/03/2021;245;288
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;10/03/2021;186;486
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;11/03/2021;183;772
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;12/03/2021;532;991
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;13/03/2021;186;328
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;14/03/2021;12;4
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;15/03/2021;11882;1008
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;16/03/2021;15089;989
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;17/03/2021;13553;1070
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;18/03/2021;11420;1078
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;19/03/2021;9250;864
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;20/03/2021;1256;43
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;21/03/2021;234;9
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;22/03/2021;8655;585
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;23/03/2021;7084;411
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;24/03/2021;4490;335
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;25/03/2021;3581;221
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;26/03/2021;2869;258
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;27/03/2021;305;24
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;28/03/2021;40;3
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;29/03/2021;2325;263
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;30/03/2021;1929;261
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;31/03/2021;1612;234
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;01/04/2021;1480;464
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;02/04/2021;42;8
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;03/04/2021;31;2
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;04/04/2021;42;
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;05/04/2021;1304;252
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;06/04/2021;1123;280
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;07/04/2021;1017;211
P. funciones en empresas de transporte de personas;Personas Servicios infraestructura crítica;08/04/2021;855;225
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;;;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;06/02/2021;1;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;08/02/2021;8;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;09/02/2021;17;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;10/02/2021;67;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;11/02/2021;115;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;12/02/2021;118;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;13/02/2021;33;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;14/02/2021;4;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;15/02/2021;114;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;16/02/2021;141;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;17/02/2021;152;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;18/02/2021;204;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;19/02/2021;210;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;20/02/2021;15;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;21/02/2021;9;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;22/02/2021;78;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;23/02/2021;11;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;24/02/2021;20;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;25/02/2021;16;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;26/02/2021;54;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;27/02/2021;3;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;28/02/2021;1;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;01/03/2021;34;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;02/03/2021;15;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;03/03/2021;28;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;04/03/2021;37;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;05/03/2021;29;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;06/03/2021;1;1
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;08/03/2021;17;4
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;09/03/2021;24;24
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;10/03/2021;19;64
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;11/03/2021;36;90
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;12/03/2021;291;104
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;13/03/2021;12;30
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;14/03/2021;32;3
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;15/03/2021;2709;127
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;16/03/2021;4378;125
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;17/03/2021;5702;135
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;18/03/2021;5587;136
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;19/03/2021;4645;266
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;20/03/2021;594;11
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;21/03/2021;272;8
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;22/03/2021;5331;89
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;23/03/2021;5291;26
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;24/03/2021;3653;26
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;25/03/2021;3320;17
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;26/03/2021;3096;43
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;27/03/2021;204;4
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;28/03/2021;22;1
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;29/03/2021;2202;36
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;30/03/2021;2185;16
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;31/03/2021;2081;22
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;01/04/2021;1763;25
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;02/04/2021;16;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;03/04/2021;15;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;04/04/2021;18;
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;05/04/2021;1591;47
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;06/04/2021;1504;34
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;07/04/2021;1438;23
P. funciones en transporte de productos criticos;Personas Servicios infraestructura crítica;08/04/2021;1118;236
Personas mayores de 60 años;Población vulnerable;;;
Personas mayores de 60 años;Población vulnerable;18/01/2021;4;
Personas mayores de 60 años;Población vulnerable;19/01/2021;26;
Personas mayores de 60 años;Población vulnerable;20/01/2021;2;
Personas mayores de 60 años;Población vulnerable;02/02/2021;90;
Personas mayores de 60 años;Población vulnerable;03/02/2021;59893;
Personas mayores de 60 años;Población vulnerable;04/02/2021;87886;
Personas mayores de 60 años;Población vulnerable;05/02/2021;93996;
Personas mayores de 60 años;Población vulnerable;06/02/2021;17366;
Personas mayores de 60 años;Población vulnerable;07/02/2021;6753;
Personas mayores de 60 años;Población vulnerable;08/02/2021;160215;5
Personas mayores de 60 años;Población vulnerable;09/02/2021;170040;27
Personas mayores de 60 años;Población vulnerable;10/02/2021;193780;
Personas mayores de 60 años;Población vulnerable;11/02/2021;170363;
Personas mayores de 60 años;Población vulnerable;12/02/2021;160004;
Personas mayores de 60 años;Población vulnerable;13/02/2021;15163;
Personas mayores de 60 años;Población vulnerable;14/02/2021;3041;
Personas mayores de 60 años;Población vulnerable;15/02/2021;189569;
Personas mayores de 60 años;Población vulnerable;16/02/2021;144271;
Personas mayores de 60 años;Población vulnerable;17/02/2021;127232;
Personas mayores de 60 años;Población vulnerable;18/02/2021;110595;
Personas mayores de 60 años;Población vulnerable;19/02/2021;105693;
Personas mayores de 60 años;Población vulnerable;20/02/2021;6273;
Personas mayores de 60 años;Población vulnerable;21/02/2021;655;
Personas mayores de 60 años;Población vulnerable;22/02/2021;64187;
Personas mayores de 60 años;Población vulnerable;23/02/2021;42614;
Personas mayores de 60 años;Población vulnerable;24/02/2021;33901;
Personas mayores de 60 años;Población vulnerable;25/02/2021;30512;1
Personas mayores de 60 años;Población vulnerable;26/02/2021;29436;
Personas mayores de 60 años;Población vulnerable;27/02/2021;2388;
Personas mayores de 60 años;Población vulnerable;28/02/2021;188;
Personas mayores de 60 años;Población vulnerable;01/03/2021;85740;18
Personas mayores de 60 años;Población vulnerable;02/03/2021;98406;915
Personas mayores de 60 años;Población vulnerable;03/03/2021;100471;55622
Personas mayores de 60 años;Población vulnerable;04/03/2021;100246;82987
Personas mayores de 60 años;Población vulnerable;05/03/2021;102414;89857
Personas mayores de 60 años;Población vulnerable;06/03/2021;5942;15465
Personas mayores de 60 años;Población vulnerable;07/03/2021;660;5359
Personas mayores de 60 años;Población vulnerable;08/03/2021;35876;154434
Personas mayores de 60 años;Población vulnerable;09/03/2021;25363;166364
Personas mayores de 60 años;Población vulnerable;10/03/2021;21984;188673
Personas mayores de 60 años;Población vulnerable;11/03/2021;20273;166922
Personas mayores de 60 años;Población vulnerable;12/03/2021;19104;155449
Personas mayores de 60 años;Población vulnerable;13/03/2021;4600;14153
Personas mayores de 60 años;Población vulnerable;14/03/2021;546;2661
Personas mayores de 60 años;Población vulnerable;15/03/2021;17500;186882
Personas mayores de 60 años;Población vulnerable;16/03/2021;15415;145552
Personas mayores de 60 años;Población vulnerable;17/03/2021;14084;129120
Personas mayores de 60 años;Población vulnerable;18/03/2021;12423;112531
Personas mayores de 60 años;Población vulnerable;19/03/2021;12534;104290
Personas mayores de 60 años;Población vulnerable;20/03/2021;2279;6218
Personas mayores de 60 años;Población vulnerable;21/03/2021;271;690
Personas mayores de 60 años;Población vulnerable;22/03/2021;12380;67954
Personas mayores de 60 años;Población vulnerable;23/03/2021;10597;46568
Personas mayores de 60 años;Población vulnerable;24/03/2021;11109;34269
Personas mayores de 60 años;Población vulnerable;25/03/2021;8783;28370
Personas mayores de 60 años;Población vulnerable;26/03/2021;8240;27224
Personas mayores de 60 años;Población vulnerable;27/03/2021;814;1551
Personas mayores de 60 años;Población vulnerable;28/03/2021;67;241
Personas mayores de 60 años;Población vulnerable;29/03/2021;9135;79082
Personas mayores de 60 años;Población vulnerable;30/03/2021;7826;93818
Personas mayores de 60 años;Población vulnerable;31/03/2021;6798;99017
Personas mayores de 60 años;Población vulnerable;01/04/2021;6038;119660
Personas mayores de 60 años;Población vulnerable;02/04/2021;100;4038
Personas mayores de 60 años;Población vulnerable;03/04/2021;103;944
Personas mayores de 60 años;Población vulnerable;04/04/2021;19;266
Personas mayores de 60 años;Población vulnerable;05/04/2021;6258;94979
Personas mayores de 60 años;Población vulnerable;06/04/2021;5236;35962
Personas mayores de 60 años;Población vulnerable;07/04/2021;4925;26504
Personas mayores de 60 años;Población vulnerable;08/04/2021;4363;21222
Población entre 18 a 39 años;Población Sana;;;
Población entre 18 a 39 años;Población Sana;03/02/2021;35;
Población entre 18 a 39 años;Población Sana;04/02/2021;217;
Población entre 18 a 39 años;Población Sana;05/02/2021;330;
Población entre 18 a 39 años;Población Sana;06/02/2021;157;
Población entre 18 a 39 años;Población Sana;07/02/2021;58;
Población entre 18 a 39 años;Población Sana;08/02/2021;596;
Población entre 18 a 39 años;Población Sana;09/02/2021;728;
Población entre 18 a 39 años;Población Sana;10/02/2021;1021;
Población entre 18 a 39 años;Población Sana;11/02/2021;1013;
Población entre 18 a 39 años;Población Sana;12/02/2021;913;
Población entre 18 a 39 años;Población Sana;13/02/2021;224;
Población entre 18 a 39 años;Población Sana;14/02/2021;16;
Población entre 18 a 39 años;Población Sana;15/02/2021;959;
Población entre 18 a 39 años;Población Sana;16/02/2021;996;
Población entre 18 a 39 años;Población Sana;17/02/2021;689;
Población entre 18 a 39 años;Población Sana;18/02/2021;437;
Población entre 18 a 39 años;Población Sana;19/02/2021;309;
Población entre 18 a 39 años;Población Sana;20/02/2021;40;
Población entre 18 a 39 años;Población Sana;21/02/2021;7;
Población entre 18 a 39 años;Población Sana;22/02/2021;219;
Población entre 18 a 39 años;Población Sana;23/02/2021;432;
Población entre 18 a 39 años;Población Sana;24/02/2021;984;
Población entre 18 a 39 años;Población Sana;25/02/2021;1575;
Población entre 18 a 39 años;Población Sana;26/02/2021;2848;
Población entre 18 a 39 años;Población Sana;27/02/2021;412;
Población entre 18 a 39 años;Población Sana;28/02/2021;27;
Población entre 18 a 39 años;Población Sana;01/03/2021;5955;
Población entre 18 a 39 años;Población Sana;02/03/2021;7480;
Población entre 18 a 39 años;Población Sana;03/03/2021;6972;35
Población entre 18 a 39 años;Población Sana;04/03/2021;5248;181
Población entre 18 a 39 años;Población Sana;05/03/2021;3085;290
Población entre 18 a 39 años;Población Sana;06/03/2021;91;149
Población entre 18 a 39 años;Población Sana;07/03/2021;5;41
Población entre 18 a 39 años;Población Sana;08/03/2021;780;538
Población entre 18 a 39 años;Población Sana;09/03/2021;574;674
Población entre 18 a 39 años;Población Sana;10/03/2021;494;963
Población entre 18 a 39 años;Población Sana;11/03/2021;776;972
Población entre 18 a 39 años;Población Sana;12/03/2021;732;888
Población entre 18 a 39 años;Población Sana;13/03/2021;117;198
Población entre 18 a 39 años;Población Sana;14/03/2021;19;13
Población entre 18 a 39 años;Población Sana;15/03/2021;989;951
Población entre 18 a 39 años;Población Sana;16/03/2021;2190;1101
Población entre 18 a 39 años;Población Sana;17/03/2021;2499;1158
Población entre 18 a 39 años;Población Sana;18/03/2021;2558;1559
Población entre 18 a 39 años;Población Sana;19/03/2021;2203;1076
Población entre 18 a 39 años;Población Sana;20/03/2021;300;60
Población entre 18 a 39 años;Población Sana;21/03/2021;131;3
Población entre 18 a 39 años;Población Sana;22/03/2021;2682;2292
Población entre 18 a 39 años;Población Sana;23/03/2021;3488;1868
Población entre 18 a 39 años;Población Sana;24/03/2021;5658;721
