REGION_CORTO;COMUNA;NOMBRE_ESTAB;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;08/05/2021;1;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;10/05/2021;;2;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;11/05/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;12/05/2021;;2;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;13/05/2021;1;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;14/05/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;19/05/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;20/05/2021;;2;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;22/05/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;25/05/2021;3;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;26/05/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;27/05/2021;1;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;28/05/2021;2;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;01/06/2021;1;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;02/06/2021;1;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;04/06/2021;1;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;05/06/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;09/06/2021;1;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;18/06/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;21/06/2021;;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;22/06/2021;33;2;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;23/06/2021;23;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;24/06/2021;29;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;25/06/2021;92;2;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;26/06/2021;6;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;29/06/2021;38;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;30/06/2021;27;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;01/07/2021;117;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;02/07/2021;61;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;03/07/2021;13;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;05/07/2021;15;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;06/07/2021;13;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;07/07/2021;86;1;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;08/07/2021;79;;
Metropolitana  Santiago;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;Pfizer;09/07/2021;55;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;02/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;10/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;18/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;22/06/2021;2;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;23/06/2021;5;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;24/06/2021;6;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;25/06/2021;2;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;26/06/2021;2;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;29/06/2021;3;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;30/06/2021;1;1;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;01/07/2021;45;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;02/07/2021;24;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;03/07/2021;7;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;05/07/2021;5;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;06/07/2021;4;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;07/07/2021;33;;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;08/07/2021;22;1;
Metropolitana  Santiago;San José de Maipo;Hospital San José de Maipo;Pfizer;09/07/2021;23;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;26/04/2021;1;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;27/04/2021;1;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;25/05/2021;2;2;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;01/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;02/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;03/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;10/06/2021;2;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;11/06/2021;2;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;15/06/2021;2;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;17/06/2021;1;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;22/06/2021;19;2;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;23/06/2021;7;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;24/06/2021;32;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;25/06/2021;22;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;29/06/2021;11;1;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;30/06/2021;5;1;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;01/07/2021;57;1;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;02/07/2021;31;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;05/07/2021;5;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;06/07/2021;7;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;07/07/2021;16;;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;08/07/2021;;2;
Metropolitana  Santiago;San José de Maipo;Posta de Salud Rural Las Vertientes;Pfizer;09/07/2021;24;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;01/03/2021;2;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;02/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;03/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;09/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;11/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;16/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;18/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;19/03/2021;36;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;22/03/2021;61;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;23/03/2021;21;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;24/03/2021;7;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;25/03/2021;5;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;29/03/2021;7;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;30/03/2021;4;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;31/03/2021;4;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;05/04/2021;6;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;06/04/2021;2;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;07/04/2021;2;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;08/04/2021;2;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;09/04/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;12/04/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;13/04/2021;1;2;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;14/04/2021;5;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;15/04/2021;2;2;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;16/04/2021;;30;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;19/04/2021;;49;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;20/04/2021;;23;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;21/04/2021;;14;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;22/04/2021;;4;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;23/04/2021;;5;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;26/04/2021;;6;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;27/04/2021;;5;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;28/04/2021;;5;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;29/04/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;03/05/2021;;5;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;04/05/2021;;2;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;05/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;06/05/2021;;4;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;07/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;10/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;11/05/2021;;3;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;12/05/2021;;2;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;13/05/2021;;2;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;14/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;27/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;28/05/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;29/05/2021;2;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;14/06/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;22/06/2021;81;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;23/06/2021;36;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;24/06/2021;48;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;25/06/2021;32;2;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;26/06/2021;6;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;29/06/2021;29;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;30/06/2021;27;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;01/07/2021;239;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;02/07/2021;164;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;05/07/2021;13;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;06/07/2021;9;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;07/07/2021;309;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;08/07/2021;207;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Pfizer;09/07/2021;128;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;24/03/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;25/03/2021;2;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;06/04/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;14/04/2021;2;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;21/04/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;22/04/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;23/04/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;04/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;12/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;18/05/2021;;1;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;22/06/2021;1;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;23/06/2021;9;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;24/06/2021;12;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;25/06/2021;9;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;29/06/2021;11;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;30/06/2021;15;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;01/07/2021;147;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;02/07/2021;104;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;05/07/2021;3;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;06/07/2021;8;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;07/07/2021;49;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;08/07/2021;114;;
Metropolitana  Santiago;San Miguel;Centro de Salud Familiar Recreo;Pfizer;09/07/2021;63;;
Metropolitana  Santiago;San Miguel;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Pfizer;06/07/2021;11;;
Metropolitana  Santiago;San Miguel;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Pfizer;09/07/2021;18;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;29/06/2021;1;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;01/07/2021;27;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;02/07/2021;20;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;05/07/2021;6;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;06/07/2021;4;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;07/07/2021;44;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;08/07/2021;33;;
Metropolitana  Santiago;San Pedro;Centro de Salud Familiar San Pedro;Pfizer;09/07/2021;23;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;19/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;24/03/2021;3;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;25/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;26/03/2021;2;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;30/03/2021;2;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;08/04/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;09/04/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;11/04/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;16/04/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;17/04/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;21/04/2021;;2;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;22/04/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;23/04/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;24/04/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;27/04/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;28/04/2021;1;2;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;29/04/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;05/05/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;06/05/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;07/05/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;11/05/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;12/05/2021;1;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;17/05/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;22/05/2021;4;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;25/05/2021;2;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;26/05/2021;1;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;27/05/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;28/05/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;31/05/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;02/06/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;03/06/2021;2;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;09/06/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;11/06/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;12/06/2021;2;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;14/06/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;15/06/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;16/06/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;17/06/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;18/06/2021;;2;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;19/06/2021;;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;20/06/2021;1;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;21/06/2021;2;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;22/06/2021;10;2;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;23/06/2021;13;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;24/06/2021;22;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;25/06/2021;14;1;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;26/06/2021;3;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;27/06/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;29/06/2021;4;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;30/06/2021;3;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;01/07/2021;86;2;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;02/07/2021;56;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;03/07/2021;10;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;04/07/2021;8;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;05/07/2021;8;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;06/07/2021;8;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;07/07/2021;61;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;08/07/2021;62;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Pfizer;09/07/2021;49;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar La Bandera;Pfizer;02/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar La Bandera;Pfizer;09/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar La Bandera;Pfizer;15/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar La Bandera;Pfizer;17/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar La Bandera;Pfizer;18/03/2021;1;;
Metropolitana  Santiago;San Ramón;Centro de Salud Familiar La Bandera;Pfizer;19/03/2021;1;;
