REGION_CORTO;SEXO;EDAD_ANOS;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
Maule;Hombre;17;Pfizer;17/06/2021;13;19;
Maule;Hombre;17;Pfizer;18/06/2021;31;4;
Maule;Hombre;17;Pfizer;19/06/2021;1;5;
Maule;Hombre;17;Pfizer;20/06/2021;2;;
Maule;Hombre;17;Pfizer;21/06/2021;1;1;
Maule;Hombre;17;Pfizer;22/06/2021;40;4;
Maule;Hombre;17;Pfizer;23/06/2021;71;6;
Maule;Hombre;17;Pfizer;24/06/2021;99;9;
Maule;Hombre;17;Pfizer;25/06/2021;113;10;
Maule;Hombre;17;Pfizer;26/06/2021;6;2;
Maule;Hombre;17;Pfizer;27/06/2021;2;;
Maule;Hombre;17;Pfizer;29/06/2021;124;32;
Maule;Hombre;17;Pfizer;30/06/2021;157;26;
Maule;Hombre;17;Pfizer;01/07/2021;1415;20;
Maule;Hombre;17;Pfizer;02/07/2021;989;18;
Maule;Hombre;17;Pfizer;03/07/2021;84;9;
Maule;Hombre;17;Pfizer;04/07/2021;1;;
Maule;Hombre;17;Pfizer;05/07/2021;201;8;
Maule;Hombre;17;Pfizer;06/07/2021;169;18;
Maule;Hombre;17;Pfizer;07/07/2021;347;3;
Maule;Hombre;17;Pfizer;08/07/2021;286;11;
Maule;Hombre;17;Pfizer;09/07/2021;265;12;
Maule;Mujer;12;Pfizer;18/06/2021;1;;
Maule;Mujer;12;Pfizer;22/06/2021;32;;
Maule;Mujer;12;Pfizer;23/06/2021;60;;
Maule;Mujer;12;Pfizer;24/06/2021;82;;
Maule;Mujer;12;Pfizer;25/06/2021;87;;
Maule;Mujer;12;Pfizer;26/06/2021;3;;
Maule;Mujer;12;Pfizer;27/06/2021;1;;
Maule;Mujer;12;Pfizer;29/06/2021;63;;
Maule;Mujer;12;Pfizer;30/06/2021;63;;
Maule;Mujer;12;Pfizer;01/07/2021;76;;
Maule;Mujer;12;Pfizer;02/07/2021;72;;
Maule;Mujer;12;Pfizer;03/07/2021;9;;
Maule;Mujer;12;Pfizer;05/07/2021;29;;
Maule;Mujer;12;Pfizer;06/07/2021;46;;
Maule;Mujer;12;Pfizer;07/07/2021;51;;
Maule;Mujer;12;Pfizer;08/07/2021;38;;
Maule;Mujer;12;Pfizer;09/07/2021;47;;
Maule;Mujer;13;Pfizer;06/06/2021;1;;
Maule;Mujer;13;Pfizer;22/06/2021;40;;
Maule;Mujer;13;Pfizer;23/06/2021;76;;
Maule;Mujer;13;Pfizer;24/06/2021;90;;
Maule;Mujer;13;Pfizer;25/06/2021;89;;
Maule;Mujer;13;Pfizer;26/06/2021;1;;
Maule;Mujer;13;Pfizer;27/06/2021;2;;
Maule;Mujer;13;Pfizer;29/06/2021;80;;
Maule;Mujer;13;Pfizer;30/06/2021;73;;
Maule;Mujer;13;Pfizer;01/07/2021;86;;
Maule;Mujer;13;Pfizer;02/07/2021;70;;
Maule;Mujer;13;Pfizer;03/07/2021;7;;
Maule;Mujer;13;Pfizer;05/07/2021;46;;
Maule;Mujer;13;Pfizer;06/07/2021;58;;
Maule;Mujer;13;Pfizer;07/07/2021;51;;
Maule;Mujer;13;Pfizer;08/07/2021;50;;
Maule;Mujer;13;Pfizer;09/07/2021;53;;
Maule;Mujer;14;Pfizer;07/04/2021;1;;
Maule;Mujer;14;Pfizer;06/05/2021;;1;
Maule;Mujer;14;Pfizer;22/06/2021;45;;
Maule;Mujer;14;Pfizer;23/06/2021;74;;
Maule;Mujer;14;Pfizer;24/06/2021;87;;
Maule;Mujer;14;Pfizer;25/06/2021;95;;
Maule;Mujer;14;Pfizer;26/06/2021;3;;
Maule;Mujer;14;Pfizer;27/06/2021;3;;
Maule;Mujer;14;Pfizer;29/06/2021;82;;
Maule;Mujer;14;Pfizer;30/06/2021;73;;
Maule;Mujer;14;Pfizer;01/07/2021;81;;
Maule;Mujer;14;Pfizer;02/07/2021;74;;
Maule;Mujer;14;Pfizer;03/07/2021;5;;
Maule;Mujer;14;Pfizer;04/07/2021;1;;
Maule;Mujer;14;Pfizer;05/07/2021;35;;
Maule;Mujer;14;Pfizer;06/07/2021;51;;
Maule;Mujer;14;Pfizer;07/07/2021;62;;
Maule;Mujer;14;Pfizer;08/07/2021;59;;
Maule;Mujer;14;Pfizer;09/07/2021;62;;
Maule;Mujer;14;Sinovac;24/06/2021;1;;
Maule;Mujer;14;Sinovac;07/07/2021;1;;
Maule;Mujer;15;Pfizer;20/05/2021;1;;
Maule;Mujer;15;Pfizer;17/06/2021;;1;
Maule;Mujer;15;Pfizer;22/06/2021;59;;
Maule;Mujer;15;Pfizer;23/06/2021;90;;
Maule;Mujer;15;Pfizer;24/06/2021;98;;
Maule;Mujer;15;Pfizer;25/06/2021;97;;
Maule;Mujer;15;Pfizer;26/06/2021;3;;
Maule;Mujer;15;Pfizer;27/06/2021;3;;
Maule;Mujer;15;Pfizer;29/06/2021;92;;
Maule;Mujer;15;Pfizer;30/06/2021;62;;
Maule;Mujer;15;Pfizer;01/07/2021;90;;
Maule;Mujer;15;Pfizer;02/07/2021;85;;
Maule;Mujer;15;Pfizer;03/07/2021;10;;
Maule;Mujer;15;Pfizer;05/07/2021;49;;
Maule;Mujer;15;Pfizer;06/07/2021;63;;
Maule;Mujer;15;Pfizer;07/07/2021;86;;
Maule;Mujer;15;Pfizer;08/07/2021;67;;
Maule;Mujer;15;Pfizer;09/07/2021;65;;
Maule;Mujer;15;Sinovac;09/07/2021;1;;
Maule;Mujer;16;Pfizer;03/03/2021;3;;
Maule;Mujer;16;Pfizer;04/03/2021;1;;
Maule;Mujer;16;Pfizer;09/03/2021;4;;
Maule;Mujer;16;Pfizer;10/03/2021;3;;
Maule;Mujer;16;Pfizer;11/03/2021;2;;
Maule;Mujer;16;Pfizer;15/03/2021;3;;
Maule;Mujer;16;Pfizer;16/03/2021;2;;
Maule;Mujer;16;Pfizer;17/03/2021;11;;
Maule;Mujer;16;Pfizer;18/03/2021;3;;
Maule;Mujer;16;Pfizer;19/03/2021;47;;
Maule;Mujer;16;Pfizer;22/03/2021;25;;
Maule;Mujer;16;Pfizer;23/03/2021;14;;
Maule;Mujer;16;Pfizer;24/03/2021;11;;
Maule;Mujer;16;Pfizer;25/03/2021;13;;
Maule;Mujer;16;Pfizer;26/03/2021;4;;
Maule;Mujer;16;Pfizer;29/03/2021;7;;
Maule;Mujer;16;Pfizer;30/03/2021;3;;
Maule;Mujer;16;Pfizer;31/03/2021;8;1;
Maule;Mujer;16;Pfizer;01/04/2021;6;3;
Maule;Mujer;16;Pfizer;05/04/2021;10;;
Maule;Mujer;16;Pfizer;06/04/2021;6;2;
Maule;Mujer;16;Pfizer;07/04/2021;10;2;
Maule;Mujer;16;Pfizer;08/04/2021;5;2;
Maule;Mujer;16;Pfizer;09/04/2021;;3;
Maule;Mujer;16;Pfizer;12/04/2021;10;5;
Maule;Mujer;16;Pfizer;13/04/2021;3;1;
Maule;Mujer;16;Pfizer;14/04/2021;3;8;
Maule;Mujer;16;Pfizer;15/04/2021;1;3;
Maule;Mujer;16;Pfizer;16/04/2021;1;33;
Maule;Mujer;16;Pfizer;19/04/2021;;21;
Maule;Mujer;16;Pfizer;20/04/2021;;18;
Maule;Mujer;16;Pfizer;21/04/2021;;12;
Maule;Mujer;16;Pfizer;22/04/2021;;10;
Maule;Mujer;16;Pfizer;23/04/2021;;4;
Maule;Mujer;16;Pfizer;26/04/2021;1;14;
Maule;Mujer;16;Pfizer;27/04/2021;;7;
Maule;Mujer;16;Pfizer;28/04/2021;;6;
Maule;Mujer;16;Pfizer;29/04/2021;;4;
Maule;Mujer;16;Pfizer;30/04/2021;;4;
Maule;Mujer;16;Pfizer;03/05/2021;;8;
Maule;Mujer;16;Pfizer;04/05/2021;;6;
Maule;Mujer;16;Pfizer;05/05/2021;;9;
Maule;Mujer;16;Pfizer;06/05/2021;;6;
Maule;Mujer;16;Pfizer;07/05/2021;;2;
Maule;Mujer;16;Pfizer;08/05/2021;4;;
Maule;Mujer;16;Pfizer;10/05/2021;1;9;
Maule;Mujer;16;Pfizer;11/05/2021;2;4;
Maule;Mujer;16;Pfizer;12/05/2021;1;3;
Maule;Mujer;16;Pfizer;13/05/2021;1;;
Maule;Mujer;16;Pfizer;14/05/2021;4;2;
Maule;Mujer;16;Pfizer;15/05/2021;1;;
Maule;Mujer;16;Pfizer;17/05/2021;1;1;
Maule;Mujer;16;Pfizer;18/05/2021;7;1;
Maule;Mujer;16;Pfizer;19/05/2021;4;1;
Maule;Mujer;16;Pfizer;20/05/2021;18;;
Maule;Mujer;16;Pfizer;21/05/2021;6;;
Maule;Mujer;16;Pfizer;22/05/2021;7;;
Maule;Mujer;16;Pfizer;23/05/2021;2;;
Maule;Mujer;16;Pfizer;24/05/2021;1;;
Maule;Mujer;16;Pfizer;25/05/2021;2;1;
Maule;Mujer;16;Pfizer;26/05/2021;4;;
Maule;Mujer;16;Pfizer;27/05/2021;8;;
Maule;Mujer;16;Pfizer;28/05/2021;2;;
Maule;Mujer;16;Pfizer;31/05/2021;7;;
Maule;Mujer;16;Pfizer;01/06/2021;16;;
Maule;Mujer;16;Pfizer;02/06/2021;22;;
Maule;Mujer;16;Pfizer;03/06/2021;32;;
Maule;Mujer;16;Pfizer;04/06/2021;19;;
Maule;Mujer;16;Pfizer;05/06/2021;4;;
Maule;Mujer;16;Pfizer;06/06/2021;;3;
Maule;Mujer;16;Pfizer;07/06/2021;3;2;
Maule;Mujer;16;Pfizer;08/06/2021;11;1;
Maule;Mujer;16;Pfizer;09/06/2021;1;3;
Maule;Mujer;16;Pfizer;10/06/2021;2;;
Maule;Mujer;16;Pfizer;11/06/2021;13;4;
Maule;Mujer;16;Pfizer;14/06/2021;2;1;
Maule;Mujer;16;Pfizer;15/06/2021;2;7;
Maule;Mujer;16;Pfizer;16/06/2021;9;3;
Maule;Mujer;16;Pfizer;17/06/2021;10;15;
Maule;Mujer;16;Pfizer;18/06/2021;24;8;
Maule;Mujer;16;Pfizer;19/06/2021;3;5;
Maule;Mujer;16;Pfizer;20/06/2021;1;;
Maule;Mujer;16;Pfizer;21/06/2021;;1;
Maule;Mujer;16;Pfizer;22/06/2021;56;5;
Maule;Mujer;16;Pfizer;23/06/2021;72;;
Maule;Mujer;16;Pfizer;24/06/2021;96;6;
Maule;Mujer;16;Pfizer;25/06/2021;73;5;
Maule;Mujer;16;Pfizer;26/06/2021;8;1;
Maule;Mujer;16;Pfizer;27/06/2021;2;;
Maule;Mujer;16;Pfizer;29/06/2021;77;17;
Maule;Mujer;16;Pfizer;30/06/2021;85;20;
Maule;Mujer;16;Pfizer;01/07/2021;84;31;
Maule;Mujer;16;Pfizer;02/07/2021;95;16;
Maule;Mujer;16;Pfizer;03/07/2021;9;4;
Maule;Mujer;16;Pfizer;05/07/2021;114;2;
Maule;Mujer;16;Pfizer;06/07/2021;178;13;
Maule;Mujer;16;Pfizer;07/07/2021;1179;9;
Maule;Mujer;16;Pfizer;08/07/2021;933;2;
Maule;Mujer;16;Pfizer;09/07/2021;657;7;
Maule;Mujer;17;Pfizer;25/02/2021;1;;
Maule;Mujer;17;Pfizer;04/03/2021;3;;
Maule;Mujer;17;Pfizer;09/03/2021;2;;
Maule;Mujer;17;Pfizer;10/03/2021;5;;
Maule;Mujer;17;Pfizer;15/03/2021;1;;
Maule;Mujer;17;Pfizer;16/03/2021;1;;
Maule;Mujer;17;Pfizer;17/03/2021;5;;
Maule;Mujer;17;Pfizer;18/03/2021;4;1;
Maule;Mujer;17;Pfizer;19/03/2021;64;;
Maule;Mujer;17;Pfizer;22/03/2021;25;;
Maule;Mujer;17;Pfizer;23/03/2021;14;;
Maule;Mujer;17;Pfizer;24/03/2021;15;;
Maule;Mujer;17;Pfizer;25/03/2021;19;;
Maule;Mujer;17;Pfizer;26/03/2021;6;;
Maule;Mujer;17;Pfizer;29/03/2021;15;;
Maule;Mujer;17;Pfizer;30/03/2021;5;;
Maule;Mujer;17;Pfizer;31/03/2021;7;;
Maule;Mujer;17;Pfizer;01/04/2021;4;3;
Maule;Mujer;17;Pfizer;05/04/2021;7;;
Maule;Mujer;17;Pfizer;06/04/2021;7;1;
Maule;Mujer;17;Pfizer;07/04/2021;4;4;
Maule;Mujer;17;Pfizer;08/04/2021;6;1;
Maule;Mujer;17;Pfizer;09/04/2021;3;;
Maule;Mujer;17;Pfizer;12/04/2021;9;1;
Maule;Mujer;17;Pfizer;13/04/2021;6;;
Maule;Mujer;17;Pfizer;14/04/2021;6;6;
Maule;Mujer;17;Pfizer;15/04/2021;5;2;
Maule;Mujer;17;Pfizer;16/04/2021;2;46;
Maule;Mujer;17;Pfizer;19/04/2021;1;23;
Maule;Mujer;17;Pfizer;20/04/2021;;22;
Maule;Mujer;17;Pfizer;21/04/2021;;17;
Maule;Mujer;17;Pfizer;22/04/2021;;16;
Maule;Mujer;17;Pfizer;23/04/2021;;2;
Maule;Mujer;17;Pfizer;26/04/2021;1;18;
Maule;Mujer;17;Pfizer;27/04/2021;1;11;
Maule;Mujer;17;Pfizer;28/04/2021;;8;
Maule;Mujer;17;Pfizer;29/04/2021;;7;
Maule;Mujer;17;Pfizer;30/04/2021;;1;
Maule;Mujer;17;Pfizer;03/05/2021;;5;
Maule;Mujer;17;Pfizer;04/05/2021;;4;
Maule;Mujer;17;Pfizer;05/05/2021;1;6;
Maule;Mujer;17;Pfizer;06/05/2021;1;6;
Maule;Mujer;17;Pfizer;07/05/2021;1;2;
Maule;Mujer;17;Pfizer;08/05/2021;1;;
Maule;Mujer;17;Pfizer;10/05/2021;1;6;
Maule;Mujer;17;Pfizer;11/05/2021;1;11;
Maule;Mujer;17;Pfizer;12/05/2021;1;6;
Maule;Mujer;17;Pfizer;13/05/2021;3;6;
Maule;Mujer;17;Pfizer;14/05/2021;6;5;
Maule;Mujer;17;Pfizer;17/05/2021;2;3;
Maule;Mujer;17;Pfizer;18/05/2021;16;;
Maule;Mujer;17;Pfizer;19/05/2021;8;1;
Maule;Mujer;17;Pfizer;20/05/2021;33;;
Maule;Mujer;17;Pfizer;21/05/2021;7;;
Maule;Mujer;17;Pfizer;22/05/2021;11;;
Maule;Mujer;17;Pfizer;23/05/2021;1;;
Maule;Mujer;17;Pfizer;24/05/2021;9;;
Maule;Mujer;17;Pfizer;25/05/2021;;1;
Maule;Mujer;17;Pfizer;26/05/2021;6;;
Maule;Mujer;17;Pfizer;27/05/2021;12;1;
Maule;Mujer;17;Pfizer;28/05/2021;7;;
Maule;Mujer;17;Pfizer;31/05/2021;13;;
Maule;Mujer;17;Pfizer;01/06/2021;46;2;
Maule;Mujer;17;Pfizer;02/06/2021;27;;
Maule;Mujer;17;Pfizer;03/06/2021;35;1;
Maule;Mujer;17;Pfizer;04/06/2021;28;1;
Maule;Mujer;17;Pfizer;05/06/2021;9;;
Maule;Mujer;17;Pfizer;07/06/2021;10;1;
Maule;Mujer;17;Pfizer;08/06/2021;17;2;
Maule;Mujer;17;Pfizer;09/06/2021;6;;
Maule;Mujer;17;Pfizer;10/06/2021;2;2;
Maule;Mujer;17;Pfizer;11/06/2021;15;4;
Maule;Mujer;17;Pfizer;14/06/2021;5;2;
Maule;Mujer;17;Pfizer;15/06/2021;4;17;
Maule;Mujer;17;Pfizer;16/06/2021;9;10;
Maule;Mujer;17;Pfizer;17/06/2021;18;28;
Maule;Mujer;17;Pfizer;18/06/2021;19;10;
Maule;Mujer;17;Pfizer;19/06/2021;4;7;
Maule;Mujer;17;Pfizer;21/06/2021;;3;
Maule;Mujer;17;Pfizer;22/06/2021;74;8;
Maule;Mujer;17;Pfizer;23/06/2021;66;3;
Maule;Mujer;17;Pfizer;24/06/2021;92;12;
Maule;Mujer;17;Pfizer;25/06/2021;103;9;
Maule;Mujer;17;Pfizer;26/06/2021;5;1;
Maule;Mujer;17;Pfizer;27/06/2021;1;;
Maule;Mujer;17;Pfizer;28/06/2021;1;;
Maule;Mujer;17;Pfizer;29/06/2021;111;38;
Maule;Mujer;17;Pfizer;30/06/2021;134;30;
Maule;Mujer;17;Pfizer;01/07/2021;1615;33;
Maule;Mujer;17;Pfizer;02/07/2021;1102;23;
Maule;Mujer;17;Pfizer;03/07/2021;115;12;
Maule;Mujer;17;Pfizer;05/07/2021;173;26;
Maule;Mujer;17;Pfizer;06/07/2021;164;12;
Maule;Mujer;17;Pfizer;07/07/2021;343;12;
Maule;Mujer;17;Pfizer;08/07/2021;270;10;
Maule;Mujer;17;Pfizer;09/07/2021;204;10;
Maule;Mujer;17;Sinovac;15/06/2021;1;;
Maule;Mujer;17;Sinovac;23/06/2021;1;;
Maule;Mujer;17;Sinovac;24/06/2021;2;;
Maule;Mujer;17;Sinovac;09/07/2021;1;;
Metropolitana  Santiago;Desconocido;12;Pfizer;07/07/2021;1;;
Metropolitana  Santiago;Desconocido;14;Pfizer;02/07/2021;1;;
Metropolitana  Santiago;Desconocido;16;Pfizer;22/05/2021;1;;
Metropolitana  Santiago;Desconocido;16;Pfizer;19/06/2021;;1;
Metropolitana  Santiago;Desconocido;16;Pfizer;08/07/2021;1;;
Metropolitana  Santiago;Desconocido;17;Pfizer;22/06/2021;1;;
Metropolitana  Santiago;Desconocido;17;Pfizer;29/06/2021;1;;
Metropolitana  Santiago;Hombre;12;Pfizer;03/06/2021;1;;
Metropolitana  Santiago;Hombre;12;Pfizer;08/06/2021;1;;
Metropolitana  Santiago;Hombre;12;Pfizer;11/06/2021;4;;
Metropolitana  Santiago;Hombre;12;Pfizer;21/06/2021;32;;
Metropolitana  Santiago;Hombre;12;Pfizer;22/06/2021;219;;
Metropolitana  Santiago;Hombre;12;Pfizer;23/06/2021;233;;
Metropolitana  Santiago;Hombre;12;Pfizer;24/06/2021;344;;
Metropolitana  Santiago;Hombre;12;Pfizer;25/06/2021;258;;
Metropolitana  Santiago;Hombre;12;Pfizer;26/06/2021;91;;
Metropolitana  Santiago;Hombre;12;Pfizer;27/06/2021;5;;
Metropolitana  Santiago;Hombre;12;Pfizer;28/06/2021;3;;
Metropolitana  Santiago;Hombre;12;Pfizer;29/06/2021;228;;
Metropolitana  Santiago;Hombre;12;Pfizer;30/06/2021;282;1;
Metropolitana  Santiago;Hombre;12;Pfizer;01/07/2021;288;1;
Metropolitana  Santiago;Hombre;12;Pfizer;02/07/2021;263;4;
Metropolitana  Santiago;Hombre;12;Pfizer;03/07/2021;78;;
Metropolitana  Santiago;Hombre;12;Pfizer;04/07/2021;11;;
Metropolitana  Santiago;Hombre;12;Pfizer;05/07/2021;201;;
Metropolitana  Santiago;Hombre;12;Pfizer;06/07/2021;156;;
Metropolitana  Santiago;Hombre;12;Pfizer;07/07/2021;162;;
Metropolitana  Santiago;Hombre;12;Pfizer;08/07/2021;165;;
Metropolitana  Santiago;Hombre;12;Pfizer;09/07/2021;167;;
Metropolitana  Santiago;Hombre;13;Pfizer;07/06/2021;6;;
Metropolitana  Santiago;Hombre;13;Pfizer;08/06/2021;1;;
Metropolitana  Santiago;Hombre;13;Pfizer;11/06/2021;3;;
Metropolitana  Santiago;Hombre;13;Pfizer;21/06/2021;33;;
Metropolitana  Santiago;Hombre;13;Pfizer;22/06/2021;222;;
Metropolitana  Santiago;Hombre;13;Pfizer;23/06/2021;250;;
Metropolitana  Santiago;Hombre;13;Pfizer;24/06/2021;310;;
Metropolitana  Santiago;Hombre;13;Pfizer;25/06/2021;301;;
Metropolitana  Santiago;Hombre;13;Pfizer;26/06/2021;94;;
Metropolitana  Santiago;Hombre;13;Pfizer;27/06/2021;5;;
Metropolitana  Santiago;Hombre;13;Pfizer;28/06/2021;5;;
Metropolitana  Santiago;Hombre;13;Pfizer;29/06/2021;250;;
Metropolitana  Santiago;Hombre;13;Pfizer;30/06/2021;260;;
Metropolitana  Santiago;Hombre;13;Pfizer;01/07/2021;313;6;
Metropolitana  Santiago;Hombre;13;Pfizer;02/07/2021;256;3;
Metropolitana  Santiago;Hombre;13;Pfizer;03/07/2021;67;;
Metropolitana  Santiago;Hombre;13;Pfizer;04/07/2021;14;;
Metropolitana  Santiago;Hombre;13;Pfizer;05/07/2021;190;;
Metropolitana  Santiago;Hombre;13;Pfizer;06/07/2021;165;;
Metropolitana  Santiago;Hombre;13;Pfizer;07/07/2021;168;;
Metropolitana  Santiago;Hombre;13;Pfizer;08/07/2021;167;;
Metropolitana  Santiago;Hombre;13;Pfizer;09/07/2021;140;;
Metropolitana  Santiago;Hombre;14;Pfizer;07/06/2021;3;;
Metropolitana  Santiago;Hombre;14;Pfizer;08/06/2021;1;;
Metropolitana  Santiago;Hombre;14;Pfizer;11/06/2021;3;;
Metropolitana  Santiago;Hombre;14;Pfizer;21/06/2021;39;;
Metropolitana  Santiago;Hombre;14;Pfizer;22/06/2021;274;;
Metropolitana  Santiago;Hombre;14;Pfizer;23/06/2021;274;;
Metropolitana  Santiago;Hombre;14;Pfizer;24/06/2021;347;;
Metropolitana  Santiago;Hombre;14;Pfizer;25/06/2021;272;;
Metropolitana  Santiago;Hombre;14;Pfizer;26/06/2021;95;;
Metropolitana  Santiago;Hombre;14;Pfizer;27/06/2021;7;;
Metropolitana  Santiago;Hombre;14;Pfizer;28/06/2021;2;;
Metropolitana  Santiago;Hombre;14;Pfizer;29/06/2021;192;;
Metropolitana  Santiago;Hombre;14;Pfizer;30/06/2021;264;;
Metropolitana  Santiago;Hombre;14;Pfizer;01/07/2021;300;4;
Metropolitana  Santiago;Hombre;14;Pfizer;02/07/2021;349;3;
Metropolitana  Santiago;Hombre;14;Pfizer;03/07/2021;77;;
Metropolitana  Santiago;Hombre;14;Pfizer;04/07/2021;10;;
Metropolitana  Santiago;Hombre;14;Pfizer;05/07/2021;208;;
Metropolitana  Santiago;Hombre;14;Pfizer;06/07/2021;185;;
Metropolitana  Santiago;Hombre;14;Pfizer;07/07/2021;158;;
Metropolitana  Santiago;Hombre;14;Pfizer;08/07/2021;163;;
Metropolitana  Santiago;Hombre;14;Pfizer;09/07/2021;180;;
Metropolitana  Santiago;Hombre;15;Pfizer;02/03/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;22/03/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;23/03/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;26/03/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;09/04/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;19/04/2021;;1;
Metropolitana  Santiago;Hombre;15;Pfizer;20/04/2021;;1;
Metropolitana  Santiago;Hombre;15;Pfizer;22/04/2021;;1;
Metropolitana  Santiago;Hombre;15;Pfizer;06/05/2021;;1;
Metropolitana  Santiago;Hombre;15;Pfizer;07/06/2021;7;;
Metropolitana  Santiago;Hombre;15;Pfizer;11/06/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;15/06/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;20/06/2021;1;;
Metropolitana  Santiago;Hombre;15;Pfizer;21/06/2021;38;1;
Metropolitana  Santiago;Hombre;15;Pfizer;22/06/2021;332;;
Metropolitana  Santiago;Hombre;15;Pfizer;23/06/2021;296;;
Metropolitana  Santiago;Hombre;15;Pfizer;24/06/2021;349;;
Metropolitana  Santiago;Hombre;15;Pfizer;25/06/2021;295;;
Metropolitana  Santiago;Hombre;15;Pfizer;26/06/2021;111;;
Metropolitana  Santiago;Hombre;15;Pfizer;27/06/2021;9;;
Metropolitana  Santiago;Hombre;15;Pfizer;28/06/2021;4;;
Metropolitana  Santiago;Hombre;15;Pfizer;29/06/2021;258;;
Metropolitana  Santiago;Hombre;15;Pfizer;30/06/2021;299;;
Metropolitana  Santiago;Hombre;15;Pfizer;01/07/2021;277;7;
Metropolitana  Santiago;Hombre;15;Pfizer;02/07/2021;281;1;
Metropolitana  Santiago;Hombre;15;Pfizer;03/07/2021;76;;
Metropolitana  Santiago;Hombre;15;Pfizer;04/07/2021;11;;
Metropolitana  Santiago;Hombre;15;Pfizer;05/07/2021;208;;
Metropolitana  Santiago;Hombre;15;Pfizer;06/07/2021;165;;
Metropolitana  Santiago;Hombre;15;Pfizer;07/07/2021;239;;
Metropolitana  Santiago;Hombre;15;Pfizer;08/07/2021;247;;
Metropolitana  Santiago;Hombre;15;Pfizer;09/07/2021;229;;
Metropolitana  Santiago;Hombre;16;Pfizer;27/02/2021;1;;
Metropolitana  Santiago;Hombre;16;Pfizer;01/03/2021;6;;
Metropolitana  Santiago;Hombre;16;Pfizer;02/03/2021;11;;
Metropolitana  Santiago;Hombre;16;Pfizer;03/03/2021;8;;
Metropolitana  Santiago;Hombre;16;Pfizer;04/03/2021;3;;
Metropolitana  Santiago;Hombre;16;Pfizer;08/03/2021;5;;
Metropolitana  Santiago;Hombre;16;Pfizer;09/03/2021;10;;
Metropolitana  Santiago;Hombre;16;Pfizer;10/03/2021;8;;
Metropolitana  Santiago;Hombre;16;Pfizer;11/03/2021;3;;
Metropolitana  Santiago;Hombre;16;Pfizer;12/03/2021;23;;
Metropolitana  Santiago;Hombre;16;Pfizer;15/03/2021;6;;
Metropolitana  Santiago;Hombre;16;Pfizer;16/03/2021;27;;
Metropolitana  Santiago;Hombre;16;Pfizer;17/03/2021;30;;
Metropolitana  Santiago;Hombre;16;Pfizer;18/03/2021;41;;
Metropolitana  Santiago;Hombre;16;Pfizer;19/03/2021;604;;
Metropolitana  Santiago;Hombre;16;Pfizer;20/03/2021;9;1;
Metropolitana  Santiago;Hombre;16;Pfizer;21/03/2021;1;;
Metropolitana  Santiago;Hombre;16;Pfizer;22/03/2021;154;3;
Metropolitana  Santiago;Hombre;16;Pfizer;23/03/2021;389;3;
Metropolitana  Santiago;Hombre;16;Pfizer;24/03/2021;151;2;
Metropolitana  Santiago;Hombre;16;Pfizer;25/03/2021;105;;
Metropolitana  Santiago;Hombre;16;Pfizer;26/03/2021;71;;
Metropolitana  Santiago;Hombre;16;Pfizer;27/03/2021;10;;
Metropolitana  Santiago;Hombre;16;Pfizer;29/03/2021;36;;
Metropolitana  Santiago;Hombre;16;Pfizer;30/03/2021;74;10;
Metropolitana  Santiago;Hombre;16;Pfizer;31/03/2021;71;6;
Metropolitana  Santiago;Hombre;16;Pfizer;01/04/2021;51;3;
Metropolitana  Santiago;Hombre;16;Pfizer;05/04/2021;25;3;
Metropolitana  Santiago;Hombre;16;Pfizer;06/04/2021;71;11;
Metropolitana  Santiago;Hombre;16;Pfizer;07/04/2021;35;6;
Metropolitana  Santiago;Hombre;16;Pfizer;08/04/2021;56;21;
Metropolitana  Santiago;Hombre;16;Pfizer;09/04/2021;67;7;
Metropolitana  Santiago;Hombre;16;Pfizer;10/04/2021;19;2;
Metropolitana  Santiago;Hombre;16;Pfizer;11/04/2021;2;;
Metropolitana  Santiago;Hombre;16;Pfizer;12/04/2021;49;9;
Metropolitana  Santiago;Hombre;16;Pfizer;13/04/2021;66;34;
Metropolitana  Santiago;Hombre;16;Pfizer;14/04/2021;49;47;
Metropolitana  Santiago;Hombre;16;Pfizer;15/04/2021;53;55;
Metropolitana  Santiago;Hombre;16;Pfizer;16/04/2021;43;468;
Metropolitana  Santiago;Hombre;16;Pfizer;17/04/2021;11;15;
Metropolitana  Santiago;Hombre;16;Pfizer;18/04/2021;6;1;
Metropolitana  Santiago;Hombre;16;Pfizer;19/04/2021;17;156;
Metropolitana  Santiago;Hombre;16;Pfizer;20/04/2021;19;371;
Metropolitana  Santiago;Hombre;16;Pfizer;21/04/2021;3;133;
Metropolitana  Santiago;Hombre;16;Pfizer;22/04/2021;6;110;
Metropolitana  Santiago;Hombre;16;Pfizer;23/04/2021;4;72;
Metropolitana  Santiago;Hombre;16;Pfizer;24/04/2021;2;12;
